                     Logit Regression Results                    
Dep. Variable:  ,y               ,  No. Observations:  , 18237   
Model:          ,Logit           ,  Df Residuals:      , 18232   
Method:         ,MLE             ,  Df Model:          ,     4   
Date:           ,Wed, 10 Sep 2025,  Pseudo R-squ.:     ,-0.002994
Time:           ,09:14:13        ,  Log-Likelihood:    , -11956. 
converged:      ,True            ,  LL-Null:           , -11921. 
Covariance Type:,nonrobust       ,  LLR p-value:       , 1.000   
  ,   coef   , std err ,    z    ,P>|z| ,  [0.025 ,  0.975] 
x1,   17.8414,    6.293,    2.835, 0.005,    5.507,   30.176
x2,   15.1975,    5.050,    3.009, 0.003,    5.299,   25.096
x3,    4.7850,    3.283,    1.458, 0.145,   -1.649,   11.219
x4,   19.4098,    5.303,    3.660, 0.000,    9.016,   29.803
x5,   17.8486,    5.718,    3.121, 0.002,    6.641,   29.056
